ign2016thto;01/10/2016;15:01:24;39,2746;-9,0334
ign2016thdf;01/10/2016;06:45:40;28,2551;-16,1108
ign2016tgwl;01/10/2016;03:20:28;36,4170;1,6589
ign2016tgrg;01/10/2016;00:43:01;36,7237;-9,7979
ign2016tgig;30/09/2016;20:09:23;35,5905;-3,8110
ign2016tfkv;30/09/2016;08:22:04;37,0200;-3,6430
ign2016tevt;30/09/2016;00:43:19;42,1915;3,2364
ign2016teoq;29/09/2016;21:07:37;36,6902;-7,4094
ign2016temh;29/09/2016;19:55:57;28,1320;-16,2453
ign2016teji;29/09/2016;18:25:44;35,9230;-7,5121
